2020-08-26 15:09:24,153 INFO  Logger.cs: 70 - 
2020-08-26 15:32:13,992 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from AGV大轮子-1
2020-08-26 15:32:13,993 INFO  ExportHelperExtension.cs: 1142 - Found 24 in AGV大轮子-1
2020-08-26 15:32:13,994 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in AGV大轮子-1
2020-08-26 15:32:13,994 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from AGV大轮子-2
2020-08-26 15:32:13,995 INFO  ExportHelperExtension.cs: 1142 - Found 24 in AGV大轮子-2
2020-08-26 15:32:13,995 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in AGV大轮子-2
2020-08-26 15:32:14,242 INFO  SwAddin.cs: 316 - Loading config tree
2020-08-26 15:32:14,246 INFO  ExportPropertyManagerExtension.cs: 597 - Starting new configuration
2020-08-26 15:32:14,251 INFO  SwAddin.cs: 321 - Showing property manager
2020-08-26 15:32:28,789 INFO  ExportPropertyManager.cs: 1178 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-08-26 15:32:59,954 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-08-26 15:33:07,426 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-08-26 15:33:12,501 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-08-26 15:33:36,415 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-08-26 15:33:49,879 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-08-26 15:33:51,671 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-08-26 15:33:58,220 INFO  ExportPropertyManager.cs: 456 - Configuration saved
2020-08-26 15:33:58,777 INFO  ExportPropertyManager.cs: 1184 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-08-26 15:34:07,148 INFO  SwAddin.cs: 271 - Assembly export called for file testagv3
2020-08-26 15:34:07,148 INFO  SwAddin.cs: 276 - Save is required
2020-08-26 15:34:07,149 INFO  SwAddin.cs: 290 - Saving assembly
2020-08-26 15:34:07,546 INFO  SwAddin.cs: 293 - Opening property manager
2020-08-26 15:34:07,547 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from testagv3
2020-08-26 15:34:07,547 INFO  ExportHelperExtension.cs: 1142 - Found 29 in testagv3
2020-08-26 15:34:07,548 INFO  ExportHelperExtension.cs: 1152 - Found 2 features of type [CoordSys] in testagv3
2020-08-26 15:34:07,549 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-08-26 15:34:07,549 INFO  ExportHelperExtension.cs: 1167 - 3 components to check
2020-08-26 15:34:07,550 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from KMP600-1
2020-08-26 15:34:07,550 INFO  ExportHelperExtension.cs: 1142 - Found 42 in KMP600-1
2020-08-26 15:34:07,551 INFO  ExportHelperExtension.cs: 1152 - Found 1 features of type [CoordSys] in KMP600-1
2020-08-26 15:34:07,551 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from AGV大轮子-1
2020-08-26 15:34:07,552 INFO  ExportHelperExtension.cs: 1142 - Found 24 in AGV大轮子-1
2020-08-26 15:34:07,552 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in AGV大轮子-1
2020-08-26 15:34:07,553 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from AGV大轮子-2
2020-08-26 15:34:07,553 INFO  ExportHelperExtension.cs: 1142 - Found 24 in AGV大轮子-2
2020-08-26 15:34:07,553 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in AGV大轮子-2
2020-08-26 15:34:07,554 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from testagv3
2020-08-26 15:34:07,554 INFO  ExportHelperExtension.cs: 1142 - Found 29 in testagv3
2020-08-26 15:34:07,555 INFO  ExportHelperExtension.cs: 1152 - Found 2 features of type [RefAxis] in testagv3
2020-08-26 15:34:07,555 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-08-26 15:34:07,555 INFO  ExportHelperExtension.cs: 1167 - 3 components to check
2020-08-26 15:34:07,556 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from KMP600-1
2020-08-26 15:34:07,559 INFO  ExportHelperExtension.cs: 1142 - Found 42 in KMP600-1
2020-08-26 15:34:07,560 INFO  ExportHelperExtension.cs: 1152 - Found 1 features of type [RefAxis] in KMP600-1
2020-08-26 15:34:07,686 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from AGV大轮子-1
2020-08-26 15:34:07,687 INFO  ExportHelperExtension.cs: 1142 - Found 24 in AGV大轮子-1
2020-08-26 15:34:07,687 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in AGV大轮子-1
2020-08-26 15:34:07,688 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from AGV大轮子-2
2020-08-26 15:34:07,688 INFO  ExportHelperExtension.cs: 1142 - Found 24 in AGV大轮子-2
2020-08-26 15:34:07,689 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in AGV大轮子-2
2020-08-26 15:34:07,866 INFO  SwAddin.cs: 316 - Loading config tree
2020-08-26 15:34:07,869 INFO  Serialization.cs: 275 - URDF Configuration found
